from_date,part_number,dealer_price,list_price
3/1/2013,F1CZ1104B,60.00,100.00
3/1/2013,F2HZ1125B,0.00,0.00
3/1/2013,F3SZ1109A,85.00,141.67
3/1/2013,F4HZ1109D,328.51,547.52
3/1/2013,F4HZ1125A,0.00,0.00
3/1/2013,F4HZ1125C,165.00,275.00
3/1/2013,F4TZ1109A,220.00,366.67
3/1/2013,F4UZ1102B,0.00,0.00
3/1/2013,F4ZZ2C026B,76.35,127.25
3/1/2013,F58Z1126B,69.98,116.63
3/1/2013,F5RZ1104A,69.00,115.00
3/1/2013,F5RZ1104B,0.00,0.00
3/1/2013,F5TZ2C026A,29.98,49.97
3/1/2013,F67Z1125BA,44.98,74.97
3/1/2013,F68Z1104AA,73.89,123.15
3/1/2013,F6SZ1104BA,70.36,117.27
3/1/2013,F6UZ2C026AA,89.98,149.97
3/1/2013,F78Z1104AA,69.68,116.13
3/1/2013,F7AZ1104AC,64.22,107.03
3/1/2013,F81Z1102BA,123.46,205.77
3/1/2013,F81Z1102DB,173.54,289.23
3/1/2013,F81Z1104AD,244.25,407.08
3/1/2013,F81Z1104BH,304.23,507.04
3/1/2013,F81Z1104CH,0.00,0.00
3/1/2013,F81Z1104DG,289.07,481.79
3/1/2013,F81Z1104EC,0.00,0.00
3/1/2013,F81Z1109DA,169.56,282.59
3/1/2013,F81Z1109EB,220.29,367.15
3/1/2013,F81Z1125AA,0.00,0.00
3/1/2013,F81Z1125AB,0.00,0.00
3/1/2013,F81Z1125BA,100.81,168.02
3/1/2013,F81Z1125DA,75.30,125.50
3/1/2013,F81Z2C026AA,89.98,149.97
3/1/2013,F81Z2C026EA,79.98,133.30
3/1/2013,F87Z1104AB,0.00,0.00
3/1/2013,F87Z1104BB,0.00,0.00
3/1/2013,F87Z1104CA,169.64,282.73
3/1/2013,F87Z1126BA,34.98,58.30
3/1/2013,F8AZ1104AA,71.00,118.33
3/1/2013,F8UZ1102AB,122.33,203.88
3/1/2013,F8UZ1102CA,147.39,245.66
3/1/2013,F8VZ1125AA,65.32,108.87
3/1/2013,F8ZZ2C026AA,42.98,71.63
3/1/2013,XC2Z1126AA,59.98,99.97
3/1/2013,XC2Z2C026AA,85.12,141.87
3/1/2013,XC2Z2C026BB,94.42,157.37
3/1/2013,XF5Z1104AA,163.44,272.40
3/1/2013,XF5Z1125AA,0.00,0.00
3/1/2013,XF5Z1126AA,59.98,99.97
3/1/2013,XL1Z1102AF,0.00,0.00
3/1/2013,XL1Z1104AE,260.00,433.33
3/1/2013,XL1Z1125AA,79.54,132.57
3/1/2013,XL3Z1102EC,69.98,116.63
3/1/2013,XL3Z1104AD,207.13,345.22
3/1/2013,XL3Z1104BC,157.42,262.37
3/1/2013,XL3Z1125BA,0.00,0.00
3/1/2013,XL3Z1125CB,45.49,75.81
3/1/2013,XL5Z1104A,273.00,455.01
3/1/2013,XL5Z1104B,0.00,0.00
3/1/2013,XR3Z1125BC,126.99,211.65
3/1/2013,XW4Z1109AA,0.00,0.00
3/1/2013,XW4Z1125AA,58.46,97.43
3/1/2013,XW4Z2C026AA,49.98,83.30
3/1/2013,YC2Z1109AA,0.00,0.00
3/1/2013,YC2Z1126AA,79.98,133.30
3/1/2013,YC3Z1102AA,0.00,0.00
3/1/2013,YC3Z1104C,0.00,0.00
3/1/2013,YC3Z1104D,312.48,520.80
3/1/2013,YC3Z1104EA,305.32,508.87
3/1/2013,YC3Z1109AA,403.09,671.82
3/1/2013,YC3Z1109CA,411.43,685.72
3/1/2013,YC3Z1125AA,165.00,275.00
3/1/2013,YC3Z1126AA,0.00,0.00
3/1/2013,YC3Z2C026AA,165.00,275.00
3/1/2013,YC3Z2C026BA,229.07,381.79
3/1/2013,YC3Z2C026BB,81.06,135.10
3/1/2013,YF1Z1104AC,0.00,0.00
3/1/2013,YF1Z1125AA,0.00,0.00
3/1/2013,YF1Z2C026AA,29.98,49.97
3/1/2013,YL1Z1102AA,0.00,0.00
3/1/2013,YL1Z1104AA,336.70,561.17
3/1/2013,YL1Z2C026AA,86.84,144.73
3/1/2013,YL3Z1102AA,61.84,103.07
3/1/2013,YL3Z1104BA,195.32,325.53
3/1/2013,YL3Z2C026AA,70.12,116.86
3/1/2013,YL5Z1104A,220.97,368.28
3/1/2013,YL5Z1104AA,0.00,0.00
3/1/2013,YL5Z1104B,199.62,332.70
3/1/2013,YL5Z1104BA,0.00,0.00
3/1/2013,YR3Z1109AA,191.38,318.97
3/1/2013,YS4Z1A034AA,76.42,127.36
3/1/2013,YW7Z2C026AA,44.98,74.97
4/1/2013,1C4Z2C026AA,150.00,250.00
4/1/2013,1F1Z1104DA,0.00,0.00
4/1/2013,1F1Z1126BA,35.99,59.99
4/1/2013,1F2Z1104AB,88.75,147.92
4/1/2013,1L2Z1109AA,144.48,240.81
4/1/2013,1L3Z1104BA,250.00,416.67
4/1/2013,1L5Z1126BA,59.98,99.97
4/1/2013,1R3Z1104B,83.33,138.89
4/1/2013,1R3Z1104BB,74.31,123.85
4/1/2013,1R8Z2C026AA,54.98,91.63
4/1/2013,1S4Z2C026BA,0.00,0.00
4/1/2013,2T1Z1125A,53.42,89.04
4/1/2013,2T1Z1126C,0.00,0.00
4/1/2013,3C2Z1104AA,0.00,0.00
4/1/2013,3C2Z1109AA,249.77,416.28
4/1/2013,3C3Z1102CA,199.15,331.92
4/1/2013,3C3Z1104A,271.05,451.75
4/1/2013,3C3Z1104B,224.86,374.77
4/1/2013,3C3Z1104BA,0.00,0.00
4/1/2013,3C3Z1104CA,291.50,485.84
4/1/2013,3C3Z1109AA,0.00,0.00
4/1/2013,3C3Z1109AB,121.57,202.62
4/1/2013,3C3Z1109BA,0.00,0.00
4/1/2013,3C3Z1109BB,0.00,0.00
4/1/2013,3C3Z1109DA,177.19,295.32
4/1/2013,3C5Z1104AA,135.73,226.22
4/1/2013,3F1Z1104AA,64.62,107.69
4/1/2013,3F1Z1104BA,67.29,112.15
4/1/2013,3F1Z1104CA,72.41,120.68
4/1/2013,3F1Z1104DA,58.32,97.20
4/1/2013,3F2Z1104AA,274.41,457.35
4/1/2013,3F2Z1104AB,253.01,421.68
4/1/2013,3F2Z2C026AA,49.98,83.30
4/1/2013,3L2Z1104AA,209.00,348.33
4/1/2013,3L2Z1104AB,0.00,0.00
4/1/2013,3L2Z1109AA,0.00,0.00
4/1/2013,3L2Z1125AA,0.00,0.00
4/1/2013,3L2Z2C026AA,59.98,99.97
4/1/2013,3L5Z1104AA,0.00,0.00
4/1/2013,3L5Z1125AA,52.68,87.80
4/1/2013,3W1Z1125AA,45.69,76.16
4/1/2013,3W1Z2C026AA,43.72,72.87
4/1/2013,3W1Z2C026BA,59.98,99.97
4/1/2013,3W7Z2C026AA,45.34,75.57
4/1/2013,4C2Z1102AA,158.17,263.62
4/1/2013,4C2Z2C026AA,107.14,178.57
4/1/2013,4C3Z1102BA,481.49,802.48
4/1/2013,4C3Z1109AA,0.00,0.00
4/1/2013,4C5Z1125AA,59.98,99.97
4/1/2013,4F1Z1125AA,0.00,0.00
4/1/2013,4F2Z1102AAA,0.00,0.00
4/1/2013,4G7Z1104AA,0.00,0.00
4/1/2013,4G7Z1125AA,0.00,0.00
4/1/2013,4G7Z2C026AA,0.00,0.00
4/1/2013,4L2Z1104AA,176.62,294.36
4/1/2013,4L2Z1125AA,52.10,86.84
4/1/2013,4L3Z1104AB,235.07,391.78
4/1/2013,4L3Z1104BB,204.37,340.62
4/1/2013,4L5Z1102BA,86.11,143.52
4/1/2013,4R3Z1104AA,127.63,212.72
4/1/2013,4R3Z1104AB,103.21,172.02
4/1/2013,4R3Z1104B,0.00,0.00
4/1/2013,4R3Z1125AA,67.22,112.03
4/1/2013,4R3Z1125BA,0.00,0.00
4/1/2013,5C3Z1102AB,137.86,229.76
4/1/2013,5C3Z1102GB,144.10,240.16
4/1/2013,5C3Z1104BAA,0.00,0.00
4/1/2013,5C3Z1109AA,0.00,0.00
4/1/2013,5C3Z1109B,352.30,587.17
4/1/2013,5C3Z1109CA,219.41,365.68
4/1/2013,5C3Z1109CC,130.55,217.58
4/1/2013,5C3Z1109DA,166.70,277.83
4/1/2013,5C3Z1125AB,72.76,121.27
4/1/2013,5C3Z1125CA,81.34,135.56
4/1/2013,5C3Z1125DA,87.49,145.82
4/1/2013,5C3Z2C026CA,112.64,187.74
4/1/2013,5C5Z2C026A,49.98,83.30
4/1/2013,5L2Z1102BA,109.98,183.30
4/1/2013,5L2Z2C026A,0.00,0.00
4/1/2013,5L3Z1125AA,74.98,124.97
4/1/2013,5L3Z1125BA,87.48,145.79
4/1/2013,5L3Z2C026AA,0.00,0.00
4/1/2013,5L8Z1125AA,0.00,0.00
4/1/2013,5L8Z1125BA,55.52,92.53
4/1/2013,5L8Z2C026BA,55.63,92.72
4/1/2013,5R3Z2C026AA,36.91,61.52
4/1/2013,5U9Z1102AA,404.61,674.35
4/1/2013,5W1Z1104B,143.29,238.82
4/1/2013,5W4Z1104BA,142.77,237.94
4/1/2013,6C2Z1109CA,183.19,305.32
4/1/2013,6C3Z1109X,347.78,579.63
4/1/2013,6C3Z2C026BA,0.00,0.00
4/1/2013,6E5Z1104AA,104.89,174.81
4/1/2013,6E5Z1104AB,55.11,91.86
4/1/2013,6E5Z1104BA,103.62,172.69
4/1/2013,6F2Z1109A,190.69,317.82
4/1/2013,6F2Z1109B,190.69,317.82
4/1/2013,6F2Z1125A,188.54,314.24
4/1/2013,6L1Z1104B,164.58,274.30
4/1/2013,6L1Z1104C,0.00,0.00
4/1/2013,6L1Z1104CA,229.21,382.02
4/1/2013,6L1Z1104D,0.00,0.00
4/1/2013,6L1Z1104DA,278.74,464.57
4/1/2013,6L1Z1104E,0.00,0.00
4/1/2013,6L1Z1109AA,309.70,516.17
4/1/2013,6L1Z1109D,202.91,338.18
4/1/2013,6L1Z1109F,0.00,0.00
4/1/2013,6L1Z1125A,54.98,91.63
4/1/2013,6L1Z2C026A,49.98,83.30
4/1/2013,6L2Z1109B,169.22,282.03
4/1/2013,6L2Z1125AA,56.17,93.61
4/1/2013,6L2Z2C026A,45.36,75.61
4/1/2013,6L3Z1104A,202.37,337.29
4/1/2013,6L5Z1104B,207.56,345.94
4/1/2013,6L5Z1126A,40.45,67.41
4/1/2013,6L8Z1109AA,37.61,62.69
4/1/2013,6L8Z1109BA,36.89,61.48
4/1/2013,6U9Z2C026A,119.00,198.33
4/1/2013,6U9Z2C026B,0.00,0.00
4/1/2013,7C3Z1102A,0.00,0.00
4/1/2013,7C3Z1102B,0.00,0.00
4/1/2013,7C3Z1104B,0.00,0.00
4/1/2013,7C3Z1104C,0.00,0.00
4/1/2013,7L1Z1104AA,0.00,0.00
4/1/2013,7L1Z1104BA,0.00,0.00
4/1/2013,7L1Z1104D,0.00,0.00
4/1/2013,7L1Z1104E,0.00,0.00
4/1/2013,7L1Z1109A,0.00,0.00
4/1/2013,7L1Z1109AA,223.64,372.73
4/1/2013,7L2Z1104A,300.27,500.45
4/1/2013,7L3Z1104A,224.76,374.60
4/1/2013,7L3Z1104B,208.53,347.56
4/1/2013,7L8Z1126A,69.98,116.63
4/1/2013,7R3Z1125A,121.56,202.59
4/1/2013,7S4Z1104A,68.71,114.51
4/1/2013,7S4Z1125A,0.00,0.00
4/1/2013,7S6Z1125A,59.98,99.97
4/1/2013,7S6Z1125B,39.98,66.63
4/1/2013,7S6Z2C026A,59.98,99.97
4/1/2013,7T1Z1104A,101.52,169.19
4/1/2013,7T1Z1104B,247.88,413.14
4/1/2013,7T1Z1104C,0.00,0.00
4/1/2013,7T1Z1104D,53.21,88.68
4/1/2013,7T4Z1104A,61.46,102.43
4/1/2013,7T4Z1104B,153.83,256.39
4/1/2013,7T4Z1104C,191.01,318.34
4/1/2013,7T4Z1125A,50.46,84.10
4/1/2013,7T4Z1125B,43.84,73.06
4/1/2013,7T4Z2C026A,41.10,68.50
4/1/2013,7W1Z1104A,162.36,270.61
4/1/2013,8A8Z1104B,0.00,0.00
4/1/2013,8A8Z1125A,0.00,0.00
4/1/2013,8C2Z1102A,0.00,0.00
4/1/2013,8C2Z1102C,0.00,0.00
4/1/2013,8C2Z1109A,135.01,225.02
4/1/2013,8C2Z1109B,0.00,0.00
4/1/2013,8C2Z1109C,138.27,230.45
4/1/2013,8C2Z2C026A,73.50,122.49
4/1/2013,8C2Z2C026B,80.66,134.43
4/1/2013,8C2Z2C026C,94.63,157.72
4/1/2013,8F9Z1104A,130.30,217.16
4/1/2013,8F9Z1104B,133.83,223.05
4/1/2013,8F9Z1104C,136.56,227.61
4/1/2013,8G1Z1125A,0.00,0.00
4/1/2013,8G1Z1125B,45.32,75.54
4/1/2013,8G1Z2C026A,0.00,0.00
4/1/2013,8G1Z2C026B,0.00,0.00
4/1/2013,8L3Z1102A,182.57,304.29
4/1/2013,8L3Z1102B,147.90,246.50
4/1/2013,8L8Z1104A,110.57,184.29
4/1/2013,8L8Z1126BD,48.56,80.93
4/1/2013,8S4Z1113B,67.16,111.94
4/1/2013,8T1Z1126B,0.00,0.00
4/1/2013,8U9Z1125A,0.00,0.00
4/1/2013,8U9Z2C026A,0.00,0.00
4/1/2013,9C3Z2C026A,61.19,101.99
4/1/2013,9E5Z1125A,0.00,0.00
4/1/2013,9E5Z1125B,0.00,0.00
4/1/2013,9E5Z1125C,46.22,77.03
4/1/2013,9E5Z2C026A,0.00,0.00
4/1/2013,9E5Z2C026B,36.36,60.59
4/1/2013,9L3Z1104A,235.11,391.84
4/1/2013,9L3Z1104B,280.47,467.45
4/1/2013,9L3Z1104C,0.00,0.00
4/1/2013,9L3Z1125C,61.75,102.91
4/1/2013,9L3Z1125D,69.98,116.63
4/1/2013,9L3Z2C026A,56.98,94.97
4/1/2013,9L3Z2C026B,52.98,88.30
4/1/2013,9S4Z1113A,68.88,114.80
4/1/2013,9S4Z1125A,0.00,0.00
4/1/2013,9T4Z1104A,256.33,427.21
4/1/2013,9T4Z2C026A,49.98,83.30
4/1/2013,AC3Z1104B,438.15,730.24
4/1/2013,AC3Z1104C,367.47,612.44
4/1/2013,AC3Z1104D,435.90,726.50
4/1/2013,AC3Z1104E,0.00,0.00
4/1/2013,AC3Z1104F,421.29,702.14
4/1/2013,AE8Z1125A,36.93,61.55
4/1/2013,AE8Z1125B,0.00,0.00
4/1/2013,AG1Z1125A,0.00,0.00
4/1/2013,AG1Z2C026A,47.97,79.95
4/1/2013,AL1Z2C026AA,0.00,0.00
4/1/2013,AL1Z2C026B,0.00,0.00
4/1/2013,AL3Z1104A,90.00,150.00
4/1/2013,AL3Z1125A,0.00,0.00
4/1/2013,AL3Z1125B,0.00,0.00
4/1/2013,AL5Z1102A,77.02,128.37
4/1/2013,AL5Z1104A,402.85,671.41
4/1/2013,AL5Z2C026A,61.78,102.98
4/1/2013,AL8Z1125A,47.06,78.43
4/1/2013,AS4Z1125A,40.81,68.01
4/1/2013,AT1Z1126A,62.42,104.03
4/1/2013,AV6Z2C026A,0.00,0.00
4/1/2013,AY1Z1125A,0.00,0.00
4/1/2013,B1BZ1104A,0.00,0.00
4/1/2013,B1BZ1104B,0.00,0.00
4/1/2013,BB5Z1104A,93.03,155.05
4/1/2013,BC2Z1102A,134.32,223.87
4/1/2013,BC2Z1102B,113.57,189.29
4/1/2013,BC3Z1104A,460.04,766.74
4/1/2013,BC3Z1104B,397.46,662.43
4/1/2013,BC3Z1104C,421.52,702.55
4/1/2013,BC3Z1104D,370.36,617.27
4/1/2013,BC3Z1104E,491.36,818.93
4/1/2013,BC3Z1109A,110.69,184.48
4/1/2013,BC3Z1109B,123.32,205.53
4/1/2013,BC3Z1109C,150.00,250.00
4/1/2013,BC3Z2C026A,79.44,132.41
4/1/2013,BE8Z1104A,34.07,56.78
4/1/2013,BE8Z1109A,0.00,0.00
4/1/2013,BE8Z1126A,0.00,0.00
4/1/2013,BE8Z1126B,25.32,42.20
4/1/2013,BL1Z1104A,0.00,0.00
4/1/2013,BL3Z1104A,0.00,0.00
4/1/2013,BL3Z1104B,0.00,0.00
4/1/2013,BL3Z1104C,0.00,0.00
4/1/2013,BL3Z1104D,0.00,0.00
4/1/2013,BL3Z2C026A,66.29,110.49
4/1/2013,BL3Z2C026B,77.12,128.53
4/1/2013,BR3Z1125A,0.00,0.00
4/1/2013,BT4Z1104A,38.64,64.41
4/1/2013,BT4Z1104B,135.80,226.33
4/1/2013,BT4Z2C026A,0.00,0.00
4/1/2013,BT4Z2C026B,46.43,77.39
4/1/2013,BV6Z1104B,0.00,0.00
4/1/2013,BV6Z1109C,0.00,0.00
4/1/2013,BV6Z1125A,38.30,63.84
4/1/2013,BV6Z1126A,39.98,66.63
4/1/2013,BV6Z2C026A,39.98,66.63
4/1/2013,C1BZ1126A,0.00,0.00
4/1/2013,C1BZ2C026A,0.00,0.00
4/1/2013,CB5Z1125A,65.99,109.97
4/1/2013,CC3Z1102A,120.40,200.67
4/1/2013,CC3Z1102B,160.71,267.85
4/1/2013,CL1Z1109A,0.00,0.00
4/1/2013,CL1Z2C026A,56.71,94.51
4/1/2013,CL3Z1104A,"1,275.48","2,125.84"
4/1/2013,CL3Z1104B,150.86,251.43
4/1/2013,CL3Z1104C,0.00,0.00
4/1/2013,CL3Z1104D,270.88,451.47
4/1/2013,CL3Z1104E,0.00,0.00
4/1/2013,CL3Z1104F,0.00,0.00
4/1/2013,CL3Z1104G,233.21,388.69
4/1/2013,CL3Z1104H,209.47,349.11
4/1/2013,CL3Z1125A,67.48,112.47
4/1/2013,CL3Z1125B,66.63,111.05
4/1/2013,CL3Z2C026A,59.98,99.97
4/1/2013,CL3Z2C026B,49.98,83.30
4/1/2013,CL3Z2C026C,72.79,121.32
4/1/2013,CL3Z2C026D,0.00,0.00
4/1/2013,CR3Z1125B,59.98,99.97
4/1/2013,CR3Z1125C,94.25,157.10
4/1/2013,CU9Z1102A,0.00,0.00
4/1/2013,CV6Z1104A,33.09,55.15
4/1/2013,CV6Z1104D,38.50,64.17
4/1/2013,CV6Z1104F,68.92,114.87
4/1/2013,CV6Z1104G,74.76,124.60
4/1/2013,CV6Z1104H,67.06,111.76
4/1/2013,CV6Z1109A,135.63,226.04
4/1/2013,CV6Z1109B,100.00,166.67
4/1/2013,CV6Z1109C,0.00,0.00
4/1/2013,CV6Z1125A,39.98,66.63
4/1/2013,CV6Z1125B,48.55,80.91
4/1/2013,CV6Z1126A,39.98,66.63
4/1/2013,CV6Z2C026A,40.65,67.75
4/1/2013,CV6Z2C026B,53.02,88.36
4/1/2013,DC3Z1102B,120.84,201.40
4/1/2013,DC3Z1102C,160.11,266.85
4/1/2013,DC3Z1104A,0.00,0.00
4/1/2013,DC3Z1104B,0.00,0.00
4/1/2013,DC3Z1104C,0.00,0.00
4/1/2013,DC3Z1104D,0.00,0.00
4/1/2013,DC3Z1125A,95.98,159.96
4/1/2013,DC3Z2C026A,79.98,133.30
4/1/2013,DC3Z2C026B,159.96,266.60
4/1/2013,DCPZ1104A,50.17,83.62
4/1/2013,DE9Z1104A,117.24,195.40
4/1/2013,DE9Z1104B,303.45,505.74
4/1/2013,DE9Z1104C,0.00,0.00
4/1/2013,DE9Z2C026A,128.00,213.33
4/1/2013,DG1Z1125B,0.00,0.00
4/1/2013,DG1Z1125C,51.26,85.44
4/1/2013,DG1Z2C026A,41.07,68.45
4/1/2013,DG9Z1104A,66.91,111.52
4/1/2013,DG9Z1104B,80.05,133.42
4/1/2013,DG9Z1104C,0.00,0.00
4/1/2013,DG9Z1104D,0.00,0.00
4/1/2013,DG9Z1125A,56.92,94.87
4/1/2013,DG9Z1125B,49.98,83.30
4/1/2013,DG9Z2C026A,58.31,97.18
4/1/2013,DG9Z2C026B,49.98,83.30
4/1/2013,DL1Z1104A,172.99,288.32
4/1/2013,DR3Z1125A,161.95,269.92
4/1/2013,DR3Z1125B,0.00,0.00
4/1/2013,DR3Z1125C,50.28,83.80
4/1/2013,DR3Z2C026A,67.64,112.73
4/1/2013,E9HZ1126A,0.00,0.00
4/1/2013,F1CZ1104A,49.44,82.40
4/1/2013,F1CZ1104B,60.00,100.00
4/1/2013,F2HZ1125B,0.00,0.00
4/1/2013,F3SZ1109A,85.00,141.67
4/1/2013,F4HZ1109D,328.51,547.52
4/1/2013,F4HZ1125A,150.00,250.00
4/1/2013,F4HZ1125C,165.00,275.00
4/1/2013,F4TZ1109A,220.00,366.67
4/1/2013,F4UZ1102B,0.00,0.00
4/1/2013,F4ZZ2C026B,86.53,144.22
4/1/2013,F58Z1126B,69.98,116.63
4/1/2013,F5RZ1104A,69.00,115.00
4/1/2013,F5RZ1104B,0.00,0.00
4/1/2013,F5TZ2C026A,29.98,49.97
4/1/2013,F67Z1125BA,44.98,74.97
4/1/2013,F68Z1104AA,73.68,122.81
4/1/2013,F6SZ1104BA,70.36,117.27
4/1/2013,F6UZ2C026AA,91.22,152.04
4/1/2013,F78Z1104AA,69.68,116.13
4/1/2013,F7AZ1104AC,64.22,107.03
4/1/2013,F81Z1102BA,123.22,205.37
4/1/2013,F81Z1102DB,181.80,303.00
4/1/2013,F81Z1104AD,0.00,0.00
4/1/2013,F81Z1104BH,299.26,498.76
4/1/2013,F81Z1104CH,0.00,0.00
4/1/2013,F81Z1104DG,288.56,480.94
4/1/2013,F81Z1104EC,0.00,0.00
4/1/2013,F81Z1109DA,172.94,288.23
4/1/2013,F81Z1109EB,211.82,353.03
4/1/2013,F81Z1125AA,0.00,0.00
4/1/2013,F81Z1125AB,0.00,0.00
4/1/2013,F81Z1125BA,100.81,168.02
4/1/2013,F81Z1125DA,75.14,125.24
4/1/2013,F81Z2C026AA,89.98,149.97
4/1/2013,F81Z2C026EA,80.83,134.72
4/1/2013,F87Z1104AB,0.00,0.00
4/1/2013,F87Z1104BB,0.00,0.00
4/1/2013,F87Z1104CA,166.38,277.30
4/1/2013,F87Z1126BA,34.98,58.30
4/1/2013,F8AZ1104AA,71.00,118.33
4/1/2013,F8UZ1102AB,113.14,188.57
4/1/2013,F8UZ1102CA,144.25,240.42
4/1/2013,F8VZ1125AA,65.32,108.87
4/1/2013,F8ZZ2C026AA,42.98,71.63
4/1/2013,XC2Z1126AA,59.98,99.97
4/1/2013,XC2Z2C026AA,84.40,140.66
4/1/2013,XC2Z2C026BB,88.04,146.73
4/1/2013,XF5Z1104AA,163.44,272.40
4/1/2013,XF5Z1125AA,44.98,74.97
4/1/2013,XF5Z1126AA,59.98,99.97
4/1/2013,XL1Z1102AF,0.00,0.00
4/1/2013,XL1Z1104AE,260.00,433.33
4/1/2013,XL1Z1125AA,79.54,132.57
4/1/2013,XL3Z1102EC,76.07,126.77
4/1/2013,XL3Z1104AD,207.13,345.22
4/1/2013,XL3Z1104BC,157.42,262.37
4/1/2013,XL3Z1125BA,0.00,0.00
4/1/2013,XL3Z1125CB,44.98,74.97
4/1/2013,XL5Z1104A,264.73,441.22
4/1/2013,XL5Z1104B,0.00,0.00
4/1/2013,XR3Z1125BC,126.99,211.65
4/1/2013,XW4Z1109AA,0.00,0.00
4/1/2013,XW4Z1125AA,58.46,97.43
4/1/2013,XW4Z2C026AA,49.98,83.30
4/1/2013,YC2Z1109AA,0.00,0.00
4/1/2013,YC2Z1126AA,79.98,133.30
4/1/2013,YC3Z1102AA,0.00,0.00
4/1/2013,YC3Z1104C,0.00,0.00
4/1/2013,YC3Z1104D,317.88,529.81
4/1/2013,YC3Z1104EA,0.00,0.00
4/1/2013,YC3Z1109AA,0.00,0.00
4/1/2013,YC3Z1109CA,0.00,0.00
4/1/2013,YC3Z1125AA,165.00,275.00
4/1/2013,YC3Z1126AA,0.00,0.00
4/1/2013,YC3Z2C026AA,165.00,275.00
4/1/2013,YC3Z2C026BA,209.98,349.97
4/1/2013,YC3Z2C026BB,81.37,135.61
4/1/2013,YF1Z1104AC,0.00,0.00
4/1/2013,YF1Z1125AA,81.42,135.70
4/1/2013,YF1Z2C026AA,29.98,49.97
4/1/2013,YL1Z1102AA,0.00,0.00
4/1/2013,YL1Z1104AA,302.17,503.62
4/1/2013,YL1Z2C026AA,69.47,115.78
4/1/2013,YL3Z1102AA,60.81,101.36
4/1/2013,YL3Z1104BA,195.32,325.53
4/1/2013,YL3Z2C026AA,68.99,114.98
4/1/2013,YL5Z1104A,218.58,364.30
4/1/2013,YL5Z1104AA,0.00,0.00
4/1/2013,YL5Z1104B,199.62,332.70
4/1/2013,YL5Z1104BA,0.00,0.00
4/1/2013,YR3Z1109AA,210.52,350.87
4/1/2013,YS4Z1A034AA,76.70,127.84
4/1/2013,YW7Z2C026AA,44.98,74.97
5/1/2013,1C4Z2C026AA,150.00,250.00
5/1/2013,1F1Z1104DA,0.00,0.00
5/1/2013,1F1Z1126BA,34.98,58.30
5/1/2013,1F2Z1104AB,89.54,149.24
5/1/2013,1L2Z1109AA,143.79,239.65
5/1/2013,1L3Z1104BA,250.00,416.67
5/1/2013,1L5Z1126BA,59.98,99.97
5/1/2013,1R3Z1104B,84.38,140.64
5/1/2013,1R3Z1104BB,69.00,115.00
5/1/2013,1R8Z2C026AA,54.98,91.63
5/1/2013,1S4Z2C026BA,0.00,0.00
5/1/2013,2T1Z1125A,53.65,89.42
5/1/2013,2T1Z1126C,0.00,0.00
5/1/2013,3C2Z1104AA,0.00,0.00
5/1/2013,3C2Z1109AA,249.77,416.28
5/1/2013,3C3Z1102CA,199.15,331.92
5/1/2013,3C3Z1104A,271.31,452.18
5/1/2013,3C3Z1104B,224.86,374.77
5/1/2013,3C3Z1104BA,0.00,0.00
5/1/2013,3C3Z1104CA,293.09,488.49
5/1/2013,3C3Z1109AA,0.00,0.00
5/1/2013,3C3Z1109AB,121.57,202.62
5/1/2013,3C3Z1109BA,0.00,0.00
5/1/2013,3C3Z1109BB,0.00,0.00
5/1/2013,3C3Z1109DA,177.19,295.32
5/1/2013,3C5Z1104AA,140.60,234.33
5/1/2013,3F1Z1104AA,60.00,100.00
5/1/2013,3F1Z1104BA,68.39,113.99
5/1/2013,3F1Z1104CA,72.41,120.68
5/1/2013,3F1Z1104DA,58.32,97.20
5/1/2013,3F2Z1104AA,273.00,455.00
5/1/2013,3F2Z1104AB,298.86,498.11
5/1/2013,3F2Z2C026AA,49.98,83.30
5/1/2013,3L2Z1104AA,210.24,350.40
5/1/2013,3L2Z1104AB,0.00,0.00
5/1/2013,3L2Z1109AA,0.00,0.00
5/1/2013,3L2Z1125AA,0.00,0.00
5/1/2013,3L2Z2C026AA,59.98,99.97
5/1/2013,3L5Z1104AA,0.00,0.00
5/1/2013,3L5Z1125AA,53.71,89.52
5/1/2013,3W1Z1125AA,45.65,76.09
5/1/2013,3W1Z2C026AA,43.53,72.54
5/1/2013,3W1Z2C026BA,59.98,99.97
5/1/2013,3W7Z2C026AA,45.62,76.03
5/1/2013,4C2Z1102AA,158.17,263.62
5/1/2013,4C2Z2C026AA,107.14,178.57
5/1/2013,4C3Z1102BA,481.49,802.48
5/1/2013,4C3Z1109AA,0.00,0.00
5/1/2013,4C5Z1125AA,59.98,99.97
5/1/2013,4F1Z1125AA,0.00,0.00
5/1/2013,4F2Z1102AAA,0.00,0.00
5/1/2013,4G7Z1104AA,0.00,0.00
5/1/2013,4G7Z1125AA,144.38,240.63
5/1/2013,4G7Z2C026AA,127.79,212.98
5/1/2013,4L2Z1104AA,175.72,292.87
5/1/2013,4L2Z1125AA,52.11,86.84
5/1/2013,4L3Z1104AB,235.18,391.96
5/1/2013,4L3Z1104BB,204.37,340.62
5/1/2013,4L5Z1102BA,86.93,144.88
5/1/2013,4R3Z1104AA,114.25,190.42
5/1/2013,4R3Z1104AB,101.65,169.41
5/1/2013,4R3Z1104B,0.00,0.00
5/1/2013,4R3Z1125AA,69.54,115.89
5/1/2013,4R3Z1125BA,0.00,0.00
5/1/2013,5C3Z1102AB,144.66,241.09
