from_date,part_number,retail_revenue,retail_quantity,dealer_price,gross_quantity,gross_revenue
2013-06-01,C1BZ2C026A,0,0,0,0,0
2013-06-01,CB5Z1125A,"81,467.54","1,510.06","93,615.98","1,801.00","93,615.98"
2013-06-01,CC3Z1102A,"22,421.12",199,"23,915.84",208,"23,915.84"
2013-06-01,CC3Z1102B,"21,821.60",141,"22,929.06",147,"22,929.06"
2013-06-01,CL1Z1109A,0,0,0,0,0
2013-06-01,CL1Z2C026A,"22,706.77",409,"23,476.46",427,"23,476.46"
2013-06-01,CL3Z1104A,"19,210.98",141,"30,488.16",228,"30,488.16"
2013-06-01,CL3Z1104B,"8,757.42",88.17,"15,072.00",157,"15,072.00"
2013-06-01,CL3Z1104C,0,0,0,0,0
2013-06-01,CL3Z1104D,411.74,2,"1,441.09",7,"1,441.09"
2013-06-01,CL3Z1104E,401.16,3,534.88,4,534.88
2013-06-01,CL3Z1104F,0,0,0,0,0
2013-06-01,CL3Z1104G,"1,294.73",7,"2,774.40",15,"2,774.40"
2013-06-01,CL3Z1104H,"2,671.89",14,"3,817.00",20,"3,817.00"
2013-06-01,CL3Z1125A,"1,499.50",25,"1,499.50",25,"1,499.50"
2013-06-01,CL3Z1125B,"250,191.22","4,074.96","283,945.32","4,734.00","283,945.32"
2013-06-01,CL3Z2C026A,-119.96,-2,0,0,0
2013-06-01,CL3Z2C026B,0,0,0,0,0
2013-06-01,CL3Z2C026C,"6,957.72",116,"8,877.04",148,"8,877.04"
2013-06-01,CL3Z2C026D,33.32,2,199.92,4,199.92
2013-06-01,CR3Z1125B,"1,619.46",25,"1,739.42",29,"1,739.42"
2013-06-01,CR3Z1125C,359.88,6,479.84,8,479.84
2013-06-01,CU9Z1102A,0,0,0,0,0
2013-06-01,CV6Z1104A,"4,665.35",127,"6,094.92",156,"5,668.63"
2013-06-01,CV6Z1104D,"1,737.92",42,"2,160.00",50,"2,068.20"
2013-06-01,CV6Z1104F,"3,614.44",50,"4,631.00",55,"3,992.90"
2013-06-01,CV6Z1104G,523.32,7,598.08,8,598.08
2013-06-01,CV6Z1104H,"1,062.16",22,"1,641.52",34,"1,641.52"
2013-06-01,CV6Z1109A,"-2,324.17",-33,0,0,0
2013-06-01,CV6Z1109B,74.95,1,299.8,4,299.9
2013-06-01,CV6Z1109C,812.64,12,812.64,12,812.64
2013-06-01,CV6Z1125A,617.05,16,679.66,17,679.66
2013-06-01,CV6Z1125B,"2,035.40",52,"2,318.84",58,"2,318.84"
2013-06-01,CV6Z1126A,79.96,2,79.96,2,79.96
2013-06-01,CV6Z2C026A,"1,923.90",55,"1,923.90",55,"1,923.90"
2013-06-01,CV6Z2C026B,"1,039.51",26,"1,639.18",41,"1,639.18"
2013-06-01,DC3Z1102B,483.36,4,483.36,4,483.36
2013-06-01,DC3Z1102C,0,0,0,0,0
2013-06-01,DC3Z1104A,0,0,0,0,0
2013-06-01,DC3Z1104B,0,0,0,0,0
2013-06-01,DC3Z1104C,0,0,0,0,0
2013-06-01,DC3Z1104D,0,0,0,0,0
2013-06-01,DC3Z1104E,0,0,0,0,0
2013-06-01,DC3Z1125A,"3,439.15",43,"3,919.02",49,"3,919.02"
2013-06-01,DC3Z2C026A,399.9,5,559.86,7,559.86
2013-06-01,DC3Z2C026B,"1,039.74",13,"1,039.74",13,"1,039.74"
2013-06-01,DCPZ1104A,"1,545.96",34,"1,955.21",43,"1,955.21"
2013-06-01,DE9Z1104A,0,0,0,0,0
2013-06-01,DE9Z1104B,965.51,7,"1,793.09",13,"1,793.09"
2013-06-01,DE9Z1104C,351.72,3,586.2,5,586.2
2013-06-01,DE9Z2C026A,384,3,384,3,384
2013-06-01,DG1Z1125B,0,0,0,0,0
2013-06-01,DG1Z1125C,"30,354.32",594,"31,394.40",618,"31,394.40"
2013-06-01,DG1Z2C026A,"9,835.11",244,"10,634.68",266,"10,634.68"
2013-06-01,DG9Z1104A,"1,338.16",23,"1,919.94",33,"1,919.94"
2013-06-01,DG9Z1104B,-731.31,-12,124.86,2,117.72
2013-06-01,DG9Z1104C,0,0,0,0,0
2013-06-01,DG9Z1104D,"4,532.24",77,"4,885.38",83,"4,885.38"
2013-06-01,DG9Z1125A,"1,999.20",40,"2,049.18",41,"2,049.18"
2013-06-01,DG9Z1125B,399.84,8,399.84,8,399.84
2013-06-01,DG9Z2C026A,"1,449.43",29,"1,949.22",39,"1,949.22"
2013-06-01,DG9Z2C026B,249.9,5,249.9,5,249.9
2013-06-01,DL1Z1104A,"1,383.92",8,"1,556.91",9,"1,556.91"
2013-06-01,DR3Z1125A,618.36,6,618.36,6,618.36
2013-06-01,DR3Z1125B,119.96,2,119.96,2,119.96
2013-06-01,DR3Z1125C,"11,195.52",222,"11,295.48",226,"11,295.48"
2013-06-01,DR3Z2C026A,"1,826.28",27,"1,826.28",27,"1,826.28"
2013-06-01,DV6Z1104A,0,0,0,0,0
2013-06-01,DV6Z2C026A,0,0,0,0,0
2013-06-01,E9HZ1126A,0,0,0,0,0
2013-06-01,F1CZ1104A,98.88,2,98.88,2,98.88
2013-06-01,F1CZ1104B,420,7,420,7,420
2013-06-01,F2HZ1125B,0,0,0,0,0
2013-06-01,F3SZ1109A,"2,635.00",31,"2,635.00",31,"2,635.00"
2013-06-01,F4HZ1109D,0,0,0,0,0
2013-06-01,F4HZ1125A,900,6,900,6,900
2013-06-01,F4HZ1125C,"1,650.00",10,"1,650.00",10,"1,650.00"
2013-06-01,F4TZ1109A,"20,020.00",91,"20,020.00",91,"20,020.00"
2013-06-01,F4UZ1102B,0,0,0,0,0
2013-06-01,F4ZZ2C026B,458.1,6,458.1,6,458.1
2013-06-01,F58Z1126B,699.8,10,699.8,10,699.8
2013-06-01,F5RZ1104A,345,5,345,5,345
2013-06-01,F5RZ1104B,0,0,0,0,0
2013-06-01,F5TZ2C026A,"1,528.98",51,"1,528.98",51,"1,528.98"
2013-06-01,F67Z1125BA,"2,069.08",46,"2,069.08",46,"2,069.08"
2013-06-01,F68Z1104AA,840,12,840,12,840
2013-06-01,F6SZ1104BA,379.56,6,371.04,6,379.56
2013-06-01,F6UZ2C026AA,"14,216.84",158,"14,216.84",158,"14,216.84"
2013-06-01,F78Z1104AA,306.1,5,306.1,5,306.1
2013-06-01,F7AZ1104AC,256.88,4,256.88,4,256.88
2013-06-01,F81Z1102BA,"6,238.96",52,"6,238.96",52,"6,238.96"
2013-06-01,F81Z1102DB,"7,835.33",45,"7,982.84",46,"7,982.84"
2013-06-01,F81Z1104AD,732.75,3,732.75,3,732.75
2013-06-01,F81Z1104BH,"125,637.50",427,"127,309.56",434,"127,309.56"
2013-06-01,F81Z1104CH,0,0,0,0,0
2013-06-01,F81Z1104DG,"10,017.75",35,"10,260.00",36,"10,260.00"
2013-06-01,F81Z1104EC,-276.72,-1,0,0,0
2013-06-01,F81Z1109DA,"5,916.16",32,"6,005.12",32,"5,916.16"
2013-06-01,F81Z1109EB,"5,803.82",25,"5,825.00",25,"5,803.82"
2013-06-01,F81Z1125AA,0,0,0,0,0
2013-06-01,F81Z1125AB,0,0,0,0,0
2013-06-01,F81Z1125BA,"1,310.53",13,"1,310.53",13,"1,310.53"
2013-06-01,F81Z1125DA,"44,688.09",596,"44,988.00",600,"44,988.00"
2013-06-01,F81Z2C026AA,"30,683.18",341,"30,683.18",341,"30,683.18"
2013-06-01,F81Z2C026EA,"12,796.80",159,"12,796.80",160,"12,796.80"
2013-06-01,F87Z1104AB,0,0,0,0,0
2013-06-01,F87Z1104BB,0,0,0,0,0
2013-06-01,F87Z1104CA,"21,876.84",134,"21,876.84",134,"21,876.84"
2013-06-01,F87Z1126BA,850.02,24,909.48,26,909.48
2013-06-01,F8AZ1104AA,"1,207.00",17,"1,207.00",17,"1,207.00"
2013-06-01,F8UZ1102AB,"36,448.58",359,"40,891.82",409,"40,891.82"
2013-06-01,F8UZ1102CA,"107,740.45",786,"114,376.05",837,"114,376.05"
2013-06-01,F8VZ1125AA,"2,351.52",36,"2,351.52",36,"2,351.52"
2013-06-01,F8ZZ2C026AA,"2,922.64",68,"2,922.64",68,"2,922.64"
2013-06-01,XC2Z1126AA,"2,099.30",35,"2,099.30",35,"2,099.30"
2013-06-01,XC2Z2C026AA,"25,557.68",322,"27,353.16",342,"27,353.16"
2013-06-01,XC2Z2C026BB,"9,472.76",114,"10,197.60",120,"10,197.60"
2013-06-01,XF5Z1104AA,"2,288.16",14,"2,288.16",14,"2,288.16"
2013-06-01,XF5Z1125AA,269.88,6,269.88,6,269.88
2013-06-01,XF5Z1126AA,0,0,0,0,0
2013-06-01,XL1Z1102AF,0,0,0,0,0
2013-06-01,XL1Z1104AE,"2,340.00",9,"2,340.00",9,"2,340.00"
2013-06-01,XL1Z1125AA,715.86,9,715.86,9,715.86
2013-06-01,XL3Z1102EC,"2,099.40",30,"2,099.40",30,"2,099.40"
2013-06-01,XL3Z1104AD,"3,269.96",18,"3,093.66",18,"3,269.96"
2013-06-01,XL3Z1104BC,531.64,4,531.64,4,531.64
2013-06-01,XL3Z1125BA,0,0,0,0,0
2013-06-01,XL3Z1125CB,"8,591.18",191,"8,591.18",191,"8,591.18"
2013-06-01,XL5Z1104A,"5,294.60",20,"5,294.60",20,"5,294.60"
2013-06-01,XL5Z1104B,0,0,0,0,0
2013-06-01,XR3Z1125BC,"1,904.85",15,"1,904.85",15,"1,904.85"
2013-06-01,XW4Z1109AA,0,0,0,0,0
2013-06-01,XW4Z1125AA,993.82,17,993.82,17,993.82
2013-06-01,XW4Z2C026AA,399.84,8,399.84,8,399.84
2013-06-01,YC2Z1109AA,0,0,0,0,0
2013-06-01,YC2Z1126AA,79.98,1,79.98,1,79.98
2013-06-01,YC3Z1102AA,981.74,2,981.74,2,981.74
2013-06-01,YC3Z1104C,0,0,0,0,0
2013-06-01,YC3Z1104D,"32,715.85",116,"32,922.00",118,"33,263.00"
2013-06-01,YC3Z1104EA,305.32,1,305.32,1,305.32
2013-06-01,YC3Z1109AA,0,0,0,0,0
2013-06-01,YC3Z1109CA,0,0,0,0,0
2013-06-01,YC3Z1125AA,"9,075.00",55,"9,075.00",55,"9,075.00"
2013-06-01,YC3Z1126AA,0,0,0,0,0
2013-06-01,YC3Z2C026AA,"7,474.50",45,"7,755.00",47,"7,755.00"
2013-06-01,YC3Z2C026BA,"1,469.86",7,"1,469.86",7,"1,469.86"
2013-06-01,YC3Z2C026BB,"47,072.94",589,"47,428.14",593,"47,428.14"
2013-06-01,YF1Z1104AC,0,0,0,0,0
2013-06-01,YF1Z1125AA,"1,058.46",13,"1,058.46",13,"1,058.46"
2013-06-01,YF1Z2C026AA,"1,229.18",41,"1,229.18",41,"1,229.18"
2013-06-01,YL1Z1102AA,0,0,0,0,0
2013-06-01,YL1Z1104AA,"3,885.00",15,"3,885.00",15,"3,885.00"
2013-06-01,YL1Z1125AA,0,0,0,0,0
2013-06-01,YL1Z2C026AA,"1,180.99",17,"1,180.99",17,"1,180.99"
2013-06-01,YL3Z1102AA,"8,904.05",148,"9,236.92",154,"9,236.92"
2013-06-01,YL3Z1104BA,0,0,0,0,0
2013-06-01,YL3Z2C026AA,"9,934.56",144,"9,934.56",144,"9,934.56"
2013-06-01,YL5Z1104A,"12,040.00",55,"12,040.00",56,"12,040.00"
2013-06-01,YL5Z1104AA,0,0,0,0,0
2013-06-01,YL5Z1104B,0,0,0,0,0
2013-06-01,YL5Z1104BA,0,0,0,0,0
2013-06-01,YR3Z1109AA,"1,339.66",7,"1,339.66",7,"1,339.66"
2013-06-01,YS4Z1A034AA,"1,605.00",19,"1,710.00",19,"1,605.00"
2013-06-01,YW7Z2C026AA,"1,754.22",39,"1,754.22",39,"1,754.22"
2013-07-01,1C4Z2C026AA,300,2,300,2,300
2013-07-01,1F1Z1104DA,0,0,0,0,0
2013-07-01,1F1Z1126BA,"4,337.52",124,"4,337.52",124,"4,337.52"
2013-07-01,1F2Z1104AB,"7,113.31",80,"7,188.75",81,"7,188.75"
2013-07-01,1L2Z1109AA,"39,194.46",281,"40,248.60",294,"40,248.60"
2013-07-01,1L3Z1104BA,"2,500.00",10,"2,500.00",10,"2,500.00"
2013-07-01,1L5Z1126BA,419.86,7,419.86,7,419.86
2013-07-01,1R3Z1104B,"4,480.00",55,"4,480.00",56,"4,480.00"
2013-07-01,1R3Z1104BB,897,13,897,13,897
2013-07-01,1R8Z2C026AA,439.84,8,439.84,8,439.84
2013-07-01,1S4Z2C026BA,0,0,0,0,0
2013-07-01,2T1Z1125A,"41,916.56",822,"43,732.50",875,"43,732.50"
2013-07-01,2T1Z1126C,119.96,2,119.96,2,119.96
2013-07-01,3C2Z1104AA,0,0,0,0,0
2013-07-01,3C2Z1109AA,"5,027.94",18,"5,027.94",18,"5,027.94"
2013-07-01,3C3Z1102CA,"7,368.55",37,"7,368.55",37,"7,368.55"
2013-07-01,3C3Z1104A,"109,553.78",412,"111,219.44",424,"111,219.44"
2013-07-01,3C3Z1104B,0,0,0,0,0
2013-07-01,3C3Z1104BA,-222.96,-1,0,0,0
2013-07-01,3C3Z1104CA,"72,760.50",255,"74,385.00",261,"74,385.00"
2013-07-01,3C3Z1109AA,0,0,0,0,0
2013-07-01,3C3Z1109AB,"6,807.92",56,"6,807.92",56,"6,807.92"
2013-07-01,3C3Z1109BA,0,0,0,0,0
2013-07-01,3C3Z1109BB,"3,313.78",9,"3,713.76",9,"3,313.78"
2013-07-01,3C3Z1109DA,"5,072.75",25,"5,072.75",25,"5,072.75"
2013-07-01,3C5Z1104AA,"15,241.35",113,"15,351.00",119,"15,351.00"
2013-07-01,3F1Z1104AA,"1,140.00",18,"1,140.00",19,"1,140.00"
2013-07-01,3F1Z1104BA,"17,328.30",257,"17,328.30",267,"17,328.30"
2013-07-01,3F1Z1104CA,868.92,11,868.92,12,868.92
2013-07-01,3F1Z1104DA,349.92,6,349.92,6,349.92
2013-07-01,3F2Z1104AA,"8,820.00",42,"9,996.00",51,"9,996.00"
2013-07-01,3F2Z1104AB,"9,212.00",46,"10,584.00",54,"10,584.00"
2013-07-01,3F2Z2C026AA,"4,798.08",96,"4,798.08",96,"4,798.08"
2013-07-01,3L2Z1104AA,"20,882.94",113,"20,882.94",123,"20,882.94"
2013-07-01,3L2Z1104AB,0,0,0,0,0
2013-07-01,3L2Z1109AA,0,0,0,0,0
2013-07-01,3L2Z1125AA,0,0,0,0,0
2013-07-01,3L2Z2C026AA,839.72,14,839.72,14,839.72
2013-07-01,3L5Z1104AA,0,0,0,0,0
2013-07-01,3L5Z1125AA,"9,946.04",199,"10,645.74",213,"10,645.74"
2013-07-01,3W1Z1125AA,"146,481.30","3,258.00","148,164.12","3,294.00","148,164.12"
2013-07-01,3W1Z2C026AA,"14,742.14",343,"14,785.12",344,"14,785.12"
2013-07-01,3W1Z2C026BA,"1,559.48",26,"1,559.48",26,"1,559.48"
2013-07-01,3W7Z2C026AA,"108,642.47","2,416.00","109,706.22","2,439.00","109,706.22"
2013-07-01,4C2Z1102AA,"2,214.38",14,"2,214.38",14,"2,214.38"
2013-07-01,4C2Z2C026AA,642.84,6,642.84,6,642.84
2013-07-01,4C3Z1102BA,0,0,0,0,0
2013-07-01,4C3Z1109AA,906.8,4,906.8,4,906.8
2013-07-01,4C5Z1125AA,299.9,5,299.9,5,299.9
2013-07-01,4F1Z1125AA,0,0,0,0,0
2013-07-01,4F2Z1102AAA,0,0,0,0,0
2013-07-01,4G7Z1104AA,0,0,0,0,0
2013-07-01,4G7Z1125AA,577.52,4,577.52,4,577.52
2013-07-01,4G7Z2C026AA,255.58,2,255.58,2,255.58
2013-07-01,4L2Z1104AA,"348,096.47","2,001.00","352,040.00","2,080.00","352,040.00"
2013-07-01,4L2Z1125AA,"15,542.02",299,"15,542.02",299,"15,542.02"
2013-07-01,4L3Z1104AB,"51,706.88",248,"52,110.84",258,"52,110.84"
2013-07-01,4L3Z1104BB,"1,021.85",5,"1,021.85",5,"1,021.85"
2013-07-01,4L5Z1102BA,"65,641.45",754,"66,204.60",770,"66,204.60"
2013-07-01,4R3Z1104AA,"25,086.91",275,"28,726.29",321,"28,726.29"
2013-07-01,4R3Z1104AB,"2,728.00",30,"2,813.25",33,"2,813.25"
2013-07-01,4R3Z1104B,536.94,6,536.94,6,536.94
2013-07-01,4R3Z1125AA,"10,150.22",149,"10,150.22",151,"10,150.22"
2013-07-01,4R3Z1125BA,0,0,0,0,0
2013-07-01,5C3Z1102AB,"4,575.30",36,"4,939.24",38,"4,939.24"
2013-07-01,5C3Z1102GB,"9,378.66",65,"9,378.66",67,"9,378.66"
2013-07-01,5C3Z1104BAA,0,0,0,0,0
2013-07-01,5C3Z1109AA,0,0,0,0,0
2013-07-01,5C3Z1109B,352.3,1,352.3,1,352.3
2013-07-01,5C3Z1109CA,"2,413.50",10,"2,413.50",10,"2,413.50"
2013-07-01,5C3Z1109CC,"3,760.86",38,"3,760.86",38,"3,760.86"
2013-07-01,5C3Z1109DA,"7,501.50",45,"7,668.20",46,"7,668.20"
2013-07-01,5C3Z1125AB,"179,157.35","2,537.38","187,966.29","2,686.00","187,966.28"
2013-07-01,5C3Z1125CA,"72,787.15",914,"75,101.22",939,"75,101.22"
2013-07-01,5C3Z1125DA,"33,697.41",419.38,"34,551.36",432,"34,551.36"
2013-07-01,5C3Z2C026CA,"165,081.48","1,530.00","171,472.24","1,588.00","171,472.24"
2013-07-01,5C5Z2C026A,"1,049.58",21,"1,049.58",21,"1,049.58"
2013-07-01,5L2Z1102BA,989.82,9,989.82,9,989.82
2013-07-01,5L2Z2C026A,0,0,0,0,0
2013-07-01,5L3Z1125AA,"25,107.05",334.2,"25,493.20",340,"25,493.20"
2013-07-01,5L3Z1125BA,"1,679.52",24,"1,679.52",24,"1,679.52"
2013-07-01,5L3Z2C026AA,0,0,0,0,0
2013-07-01,5L8Z1125AA,0,0,0,0,0
2013-07-01,5L8Z1125BA,"14,979.32",272,"15,449.38",281,"15,449.38"
2013-07-01,5L8Z2C026BA,"15,614.32",284,"15,614.32",284,"15,614.32"
2013-07-01,5R3Z2C026AA,"27,470.96",782,"27,599.22",789,"27,599.22"
2013-07-01,5U9Z1102AA,809.22,2,809.22,2,809.22
2013-07-01,5W1Z1104B,"11,176.62",77,"11,176.62",78,"11,176.62"
2013-07-01,5W4Z1104BA,"10,512.02",79,"10,868.04",87,"10,868.04"
2013-07-01,6C2Z1109CA,806.04,4,806.04,4,806.04
2013-07-01,6C3Z1109X,0,0,0,0,0
2013-07-01,6C3Z2C026BA,0,0,0,0,0
2013-07-01,6E5Z1104AA,494.46,7,576.87,7,494.46
2013-07-01,6E5Z1104AB,"26,861.79",517.36,"28,959.00",591,"28,959.00"
2013-07-01,6E5Z1104BA,"8,117.86",86,"10,293.87",123,"10,293.87"
2013-07-01,6F2Z1109A,953.45,5,953.45,5,953.45
2013-07-01,6F2Z1109B,"1,906.90",10,"1,906.90",10,"1,906.90"
2013-07-01,6F2Z1125A,599.91,5,"1,919.68",16,"1,919.68"
2013-07-01,6L1Z1104B,"24,851.58",151,"25,180.74",153,"25,180.74"
2013-07-01,6L1Z1104C,"23,512.80",119,"23,512.80",120,"23,512.80"
2013-07-01,6L1Z1104CA,0,0,0,0,0
2013-07-01,6L1Z1104D,0,0,0,0,0
2013-07-01,6L1Z1104DA,-930.99,-11,0,0,-254.79
2013-07-01,6L1Z1104E,0,0,0,0,0
2013-07-01,6L1Z1109AA,-202.91,-3,0,0,0
2013-07-01,6L1Z1109D,"41,393.64",193,"41,393.64",204,"41,393.64"
2013-07-01,6L1Z1109F,"9,942.59",49,"9,942.59",49,"9,942.59"
2013-07-01,6L1Z1125A,"30,970.24",563,"31,173.66",567,"31,173.66"
2013-07-01,6L1Z2C026A,"10,095.96",202,"10,095.96",202,"10,095.96"
2013-07-01,6L2Z1109B,"12,483.95",79,"12,483.95",85,"12,483.95"
2013-07-01,6L2Z1125AA,"85,920.95","1,554.00","87,363.22","1,589.00","87,363.22"
2013-07-01,6L2Z2C026A,"32,505.54",721,"32,925.36",732,"32,925.36"
2013-07-01,6L3Z1104A,"33,839.95",175,"34,218.05",181,"34,218.05"
2013-07-01,6L5Z1104B,"49,329.91",233.04,"52,953.00",285,"52,953.00"
2013-07-01,6L5Z1126A,"4,397.80",110,"4,397.80",110,"4,397.80"
2013-07-01,6L8Z1109AA,"2,619.17",70,"3,061.87",83,"3,061.87"
2013-07-01,6L8Z1109BA,"1,696.94",46,"1,955.17",53,"1,955.17"
2013-07-01,6U9Z2C026A,"1,547.00",13,"1,547.00",13,"1,547.00"
2013-07-01,6U9Z2C026B,"1,071.00",9,"1,071.00",9,"1,071.00"
2013-07-01,7C3Z1102A,0,0,0,0,0
2013-07-01,7C3Z1102B,0,0,0,0,0
2013-07-01,7C3Z1104B,-331.87,-1,0,0,0
2013-07-01,7C3Z1104C,0,0,0,0,0
2013-07-01,7L1Z1104AA,0,0,0,0,0
2013-07-01,7L1Z1104BA,-170,-1,0,0,0
2013-07-01,7L1Z1104D,-424.48,-13,0,0,0
2013-07-01,7L1Z1104E,"9,800.00",48,"10,000.00",50,"10,000.00"
2013-07-01,7L1Z1109A,910.84,2,910.84,4,910.84
2013-07-01,7L1Z1109AA,"4,715.00",16,"5,125.00",25,"5,125.00"
2013-07-01,7L2Z1104A,"393,138.20","1,491.02","455,585.00","2,119.00","455,585.00"
2013-07-01,7L3Z1104A,"151,167.21",705.71,"157,115.85",795,"156,918.22"
2013-07-01,7L3Z1104B,"3,007.65",14,"3,007.65",15,"3,007.65"
2013-07-01,7L8Z1126A,769.78,11,769.78,11,769.78
2013-07-01,7R3Z1125A,"6,378.85",56,"7,038.72",64,"7,038.72"
2013-07-01,7S4Z1104A,"9,333.13",148,"10,202.72",176,"10,202.72"
2013-07-01,7S4Z1125A,0,0,0,0,0
2013-07-01,7S6Z1125A,"5,398.20",90,"5,398.20",90,"5,398.20"
2013-07-01,7S6Z1125B,"4,683.66",117,"4,797.60",120,"4,797.60"
2013-07-01,7S6Z2C026A,359.88,6,359.88,6,359.88
2013-07-01,7T1Z1104A,"13,308.46",169,"14,910.28",188,"14,910.28"
2013-07-01,7T1Z1104B,"6,974.99",31,"7,875.00",35,"7,875.00"
2013-07-01,7T1Z1104C,-76.57,-1,0,0,0
2013-07-01,7T1Z1104D,"1,988.82",30,"2,594.34",42,"2,594.34"
2013-07-01,7T4Z1104A,"10,922.71",177,"11,974.05",205,"11,974.05"
2013-07-01,7T4Z1104B,"34,340.92",270.85,"41,230.00",434,"41,230.00"
2013-07-01,7T4Z1104C,"60,633.86",435.5,"90,747.80",836,"90,747.80"
2013-07-01,7T4Z1125A,"121,576.05","2,660.26","126,753.64","2,818.00","126,753.64"
2013-07-01,7T4Z1125B,"5,035.11",117,"5,071.64",118,"5,071.64"
2013-07-01,7T4Z2C026A,"50,222.40","1,247.00","50,774.60","1,270.00","50,774.60"
2013-07-01,7W1Z1104A,"-3,204.29",-27,446.76,3,446.76
2013-07-01,8A8Z1104B,-285.76,-2,0,0,0
2013-07-01,8A8Z1125A,0,0,0,0,0
2013-07-01,8C2Z1102A,-439.92,-4,0,0,0
2013-07-01,8C2Z1102C,0,0,0,0,0
2013-07-01,8C2Z1109A,0,0,0,0,0
2013-07-01,8C2Z1109B,"14,480.34",161,"14,480.34",161,"14,480.34"
2013-07-01,8C2Z1109C,"10,257.74",77,"10,804.83",79,"10,531.29"
2013-07-01,8C2Z2C026A,"12,820.41",185,"13,716.08",196,"13,716.08"
2013-07-01,8C2Z2C026B,"33,847.55",424,"34,471.38",431,"34,471.38"
2013-07-01,8C2Z2C026C,"80,976.47",905,"86,470.78",961,"86,470.78"
2013-07-01,8F9Z1104A,"18,387.28",138,"19,077.06",177,"19,077.06"
2013-07-01,8F9Z1104B,"16,433.27",127,"17,574.48",154,"17,574.48"
2013-07-01,8F9Z1104C,"28,968.97",223,"31,505.04",294,"31,505.04"
2013-07-01,8G1Z1125A,0,0,0,0,0
2013-07-01,8G1Z1125B,"19,174.98",426,"19,251.44",428,"19,251.44"
2013-07-01,8G1Z2C026A,0,0,0,0,0
2013-07-01,8G1Z2C026B,-99.96,-2,0,0,0
2013-07-01,8L3Z1102A,"72,337.63",422,"75,036.00",444,"75,036.00"
2013-07-01,8L3Z1102B,"3,867.58",26,"3,993.30",27,"3,993.30"
2013-07-01,8L8Z1104A,"7,984.89",69,"9,850.88",104,"9,756.16"
2013-07-01,8L8Z1126BD,"10,157.32",218.4,"13,763.88",306,"13,763.88"
2013-07-01,8S4Z1113B,"37,582.23",568,"38,136.44",578,"38,136.44"
2013-07-01,8T1Z1126B,0,0,0,0,0
2013-07-01,8U9Z1104A,0,0,0,0,0
2013-07-01,8U9Z1125A,283.3,2,424.95,3,424.95
2013-07-01,8U9Z2C026A,0,0,172.48,1,172.48
2013-07-01,9C3Z2C026A,"176,319.20","2,912.00","181,619.44","3,028.00","181,619.44"
2013-07-01,9E5Z1125A,0,0,0,0,0
2013-07-01,9E5Z1125B,0,0,0,0,0
2013-07-01,9E5Z1125C,"124,129.94","2,726.88","128,822.72","2,864.00","128,822.72"
2013-07-01,9E5Z2C026A,0,0,0,0,0
2013-07-01,9E5Z2C026B,"154,667.76","4,354.72","159,613.74","4,563.00","159,613.74"
2013-07-01,9L3Z1104A,"30,274.49",129.36,"42,002.93",199,"41,832.23"
2013-07-01,9L3Z1104B,"75,583.42",412,"80,032.68",441,"80,032.68"
2013-07-01,9L3Z1104C,-229.66,-1,0,0,0
2013-07-01,9L3Z1125C,"27,050.98",445,"27,650.78",461,"27,650.78"
2013-07-01,9L3Z1125D,279.92,4,279.92,4,279.92
2013-07-01,9L3Z2C026A,"136,722.45","2,469.82","138,604.58","2,521.00","138,604.58"
2013-07-01,9L3Z2C026B,"4,079.46",77,"4,079.46",77,"4,079.46"
2013-07-01,9S4Z1113A,"13,420.57",207,"14,242.80",220,"14,242.80"
2013-07-01,9S4Z1125A,0,0,0,0,0
2013-07-01,9T4Z1104A,"19,961.91",176,"31,642.29",303,"31,642.29"
2013-07-01,9T4Z2C026A,899.64,18,899.64,18,899.64
2013-07-01,AC3Z1104B,"40,547.76",95,"43,218.32",106,"43,218.32"
2013-07-01,AC3Z1104C,"18,172.83",51,"18,172.83",51,"18,172.83"
2013-07-01,AC3Z1104D,"51,367.18",122,"53,029.62",126,"53,029.62"
2013-07-01,AC3Z1104E,"12,803.70",49,"12,803.70",49,"12,803.70"
2013-07-01,AC3Z1104F,"-4,698.91",-46,"4,946.24",13,"4,946.24"
2013-07-01,AE8Z1125A,"7,415.82",199.6,"8,710.02",249,"8,710.02"
2013-07-01,AE8Z1125B,"9,143.92",305,"9,503.66",317,"9,503.66"
2013-07-01,AG1Z1125A,0,-2,0,0,0
2013-07-01,AG1Z2C026A,"155,904.20","3,296.28","174,207.54","3,873.00","174,207.54"
2013-07-01,AL1Z2C026AA,0,0,0,0,0
2013-07-01,AL1Z2C026B,0,0,0,0,0
2013-07-01,AL3Z1104A,"1,219.32",6,"1,585.08",7,"1,445.76"
2013-07-01,AL3Z1125A,0,0,0,0,0
2013-07-01,AL3Z1125B,0,0,0,0,0
2013-07-01,AL5Z1102A,"7,011.81",101,"8,021.40",116,"8,021.40"
2013-07-01,AL5Z1104A,"3,791.85",14,"7,360.65",33,"7,360.65"
2013-07-01,AL5Z2C026A,"13,044.64",216,"13,855.38",231,"13,855.38"
2013-07-01,AL8Z1125A,"84,966.18","1,884.00","88,385.70","1,965.00","88,385.70"
2013-07-01,AS4Z1125A,"78,362.82","1,942.00","79,600.18","1,991.00","79,600.18"
2013-07-01,AT1Z1126A,"14,875.04",246,"15,114.96",252,"15,114.96"
2013-07-01,AV6Z2C026A,0,0,0,0,0
2013-07-01,AY1Z1125A,199.9,5,199.9,5,199.9
